experiment_id,scenario,mechanism,status,sample_dir,source_run,rounds,duration_seconds,started_at,ended_at,issue_type,last_observed,next_action,config,runner,notes,quality_status,quality_reason,analysis_status,analysis_missing_items
LossAversion__LLM,LossAversion,LLM,runtime_success_full_200_level2_audited,samples/LossAversion/LLM,samples/LossAversion/LLM,configured_full,11600.872,2026-05-22T08:03:33,2026-05-22T11:16:54,,,,samples/LossAversion/LLM/config/simulation.yml,examples/LossAversion/LLM/run_lossaversion_llm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
LossAversion__RuleLLM,LossAversion,RuleLLM,runtime_success_full_200_level2_audited,samples/LossAversion/RuleLLM,samples/LossAversion/RuleLLM,configured_full,40292.515,2026-05-22T09:43:15,2026-05-22T20:54:48,,,,samples/LossAversion/RuleLLM/config/simulation.yml,examples/LossAversion/RuleLLM/run_lossaversion_rulellm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
LossAversion__Rag,LossAversion,Rag,runtime_success_full_200_level2_audited,samples/LossAversion/Rag,samples/LossAversion/Rag,configured_full,16761.393,2026-05-22T09:45:21,2026-05-22T14:24:42,,,,samples/LossAversion/Rag/config/simulation.yml,examples/LossAversion/Rag/run_lossaversion_rag.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
MarketCrash__Rule,MarketCrash,Rule,runtime_success_full_200_level2_audited,samples/MarketCrash/Rule,samples/MarketCrash/Rule,configured_full,60.005,2026-05-22T03:45:02,2026-05-22T03:46:02,,,,samples/MarketCrash/Rule/config/simulation.yml,examples/MarketCrash/Rule/run_crash.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
MarketCrash__LLM,MarketCrash,LLM,runtime_success_full_200_level2_audited,samples/MarketCrash/LLM,samples/MarketCrash/LLM,configured_full,8070.65,2026-05-22T11:16:54,2026-05-22T13:31:25,,,,samples/MarketCrash/LLM/config/simulation.yml,examples/MarketCrash/LLM/run_crash_llm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
MarketCrash__RuleLLM,MarketCrash,RuleLLM,runtime_success_full_200_level2_audited,samples/MarketCrash/RuleLLM,samples/MarketCrash/RuleLLM,configured_full,5890.482,2026-05-23T16:20:35,2026-05-23T17:58:45,,,,samples/MarketCrash/RuleLLM/config/simulation.yml,examples/MarketCrash/RuleLLM/run_market_crash_rulellm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
MarketCrash__Rag,MarketCrash,Rag,runtime_success_full_200_level2_audited,samples/MarketCrash/Rag,samples/MarketCrash/Rag,configured_full,7570.632,2026-05-22T14:24:42,2026-05-22T16:30:53,,,,samples/MarketCrash/Rag/config/simulation.yml,examples/MarketCrash/Rag/run_market_crash_ragllm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
MentalAccounting__Rule,MentalAccounting,Rule,runtime_success_full_200_level2_audited,samples/MentalAccounting/Rule,samples/MentalAccounting/Rule,configured_full,60.005,2026-05-22T03:46:02,2026-05-22T03:47:02,,,,samples/MentalAccounting/Rule/config/simulation.yml,examples/MentalAccounting/Rule/run_mentalaccounting.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
MentalAccounting__LLM,MentalAccounting,LLM,runtime_success_full_200_level2_audited,samples/MentalAccounting/LLM,samples/MentalAccounting/LLM,configured_full,3470.247,2026-05-23T01:11:58,2026-05-23T02:09:48,,,,samples/MentalAccounting/LLM/config/simulation.yml,examples/MentalAccounting/LLM/run_mentalaccounting_llm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
MentalAccounting__RuleLLM,MentalAccounting,RuleLLM,runtime_success_full_200_level2_audited,samples/MentalAccounting/RuleLLM,samples/MentalAccounting/RuleLLM,configured_full,3900.296,2026-05-23T17:58:55,2026-05-23T19:03:56,,,,samples/MentalAccounting/RuleLLM/config/simulation.yml,examples/MentalAccounting/RuleLLM/run_mentalaccounting_rulellm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
MentalAccounting__Rag,MentalAccounting,Rag,runtime_success_full_200_level2_audited,samples/MentalAccounting/Rag,samples/MentalAccounting/Rag,configured_full,3560.272,2026-05-23T16:22:22,2026-05-23T17:21:42,,,,samples/MentalAccounting/Rag/config/simulation.yml,examples/MentalAccounting/Rag/run_mentalaccounting_rag.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
MomentumEffect__Rule,MomentumEffect,Rule,runtime_success_full_200_level2_audited,samples/MomentumEffect/Rule,samples/MomentumEffect/Rule,configured_full,60.004,2026-05-22T03:47:02,2026-05-22T03:48:02,,,,samples/MomentumEffect/Rule/config/simulation.yml,examples/MomentumEffect/Rule/run_momentum.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
MomentumEffect__LLM,MomentumEffect,LLM,runtime_success_full_200_level2_audited,samples/MomentumEffect/LLM,samples/MomentumEffect/LLM,configured_full,13210.999,2026-05-22T13:56:45,2026-05-22T17:36:56,,,,samples/MomentumEffect/LLM/config/simulation.yml,examples/MomentumEffect/LLM/run_momentum_llm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
MomentumEffect__RuleLLM,MomentumEffect,RuleLLM,runtime_success_full_200_level2_audited,samples/MomentumEffect/RuleLLM,samples/MomentumEffect/RuleLLM,configured_full,6240.505,2026-05-23T16:19:06,2026-05-23T18:03:06,,,,samples/MomentumEffect/RuleLLM/config/simulation.yml,examples/MomentumEffect/RuleLLM/run_momentum_effect_rulellm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
MomentumEffect__Rag,MomentumEffect,Rag,runtime_success_full_200_level2_audited,samples/MomentumEffect/Rag,samples/MomentumEffect/Rag,configured_full,6890.58,2026-05-22T16:49:53,2026-05-22T18:44:43,,,,samples/MomentumEffect/Rag/config/simulation.yml,examples/MomentumEffect/Rag/run_momentum_effect_ragllm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
OverconfidenceBias__Rule,OverconfidenceBias,Rule,runtime_success_full_200_level2_audited,samples/OverconfidenceBias/Rule,samples/OverconfidenceBias/Rule,configured_full,60.005,2026-05-22T03:48:02,2026-05-22T03:49:02,,,,samples/OverconfidenceBias/Rule/config/simulation.yml,examples/OverconfidenceBias/Rule/run_overconfidencebias.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
OverconfidenceBias__LLM,OverconfidenceBias,LLM,runtime_success_full_200_level2_audited,samples/OverconfidenceBias/LLM,samples/OverconfidenceBias/LLM,configured_full,2290.173,2026-05-23T18:03:16,2026-05-23T18:41:26,,,,samples/OverconfidenceBias/LLM/config/simulation.yml,examples/OverconfidenceBias/LLM/run_overconfidencebias_llm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
OverconfidenceBias__RuleLLM,OverconfidenceBias,RuleLLM,runtime_success_full_200_level2_audited,samples/OverconfidenceBias/RuleLLM,samples/OverconfidenceBias/RuleLLM,configured_full,6140.47,2026-05-23T16:20:44,2026-05-23T18:03:04,,,,samples/OverconfidenceBias/RuleLLM/config/simulation.yml,examples/OverconfidenceBias/RuleLLM/run_overconfidencebias_rulellm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
OverconfidenceBias__Rag,OverconfidenceBias,Rag,runtime_success_full_200_level2_audited,samples/OverconfidenceBias/Rag,samples/OverconfidenceBias/Rag,configured_full,4730.354,2026-05-23T17:21:52,2026-05-23T18:40:43,,,,samples/OverconfidenceBias/Rag/config/simulation.yml,examples/OverconfidenceBias/Rag/run_overconfidencebias_rag.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
RepresentativenessBias__Rule,RepresentativenessBias,Rule,runtime_success_full_200_level2_audited,samples/RepresentativenessBias/Rule,samples/RepresentativenessBias/Rule,configured_full,60.004,2026-05-22T03:49:02,2026-05-22T03:50:02,,,,samples/RepresentativenessBias/Rule/config/simulation.yml,examples/RepresentativenessBias/Rule/run_representativenessbias.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
RepresentativenessBias__LLM,RepresentativenessBias,LLM,runtime_success_full_200_level2_audited,samples/RepresentativenessBias/LLM,samples/RepresentativenessBias/LLM,configured_full,4310.797,2026-05-22T18:03:16,2026-05-22T19:15:07,,,,samples/RepresentativenessBias/LLM/config/simulation.yml,examples/RepresentativenessBias/LLM/run_representativenessbias_llm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
RepresentativenessBias__RuleLLM,RepresentativenessBias,RuleLLM,runtime_success_full_200_level2_audited,samples/RepresentativenessBias/RuleLLM,samples/RepresentativenessBias/RuleLLM,configured_full,1570.3,2026-05-23T01:41:00,2026-05-23T02:07:10,,,,samples/RepresentativenessBias/RuleLLM/config/simulation.yml,examples/RepresentativenessBias/RuleLLM/run_representativenessbias_rulellm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
RepresentativenessBias__Rag,RepresentativenessBias,Rag,runtime_success_full_200_level2_audited,samples/RepresentativenessBias/Rag,samples/RepresentativenessBias/Rag,configured_full,2810.508,2026-05-22T19:21:33,2026-05-22T20:08:24,,,,samples/RepresentativenessBias/Rag/config/simulation.yml,examples/RepresentativenessBias/Rag/run_representativenessbias_rag.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
ReversalEffect__Rule,ReversalEffect,Rule,runtime_success_full_200_level2_audited,samples/ReversalEffect/Rule,samples/ReversalEffect/Rule,configured_full,80.006,2026-05-22T03:50:02,2026-05-22T03:51:22,,,,samples/ReversalEffect/Rule/config/simulation.yml,examples/ReversalEffect/Rule/run_reversal.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
ReversalEffect__LLM,ReversalEffect,LLM,runtime_success_full_200_level2_audited,samples/ReversalEffect/LLM,samples/ReversalEffect/LLM,configured_full,4870.388,2026-05-23T02:07:20,2026-05-23T03:28:31,,,,samples/ReversalEffect/LLM/config/simulation.yml,examples/ReversalEffect/LLM/run_reversal_llm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
ReversalEffect__RuleLLM,ReversalEffect,RuleLLM,runtime_success_full_200_level2_audited,samples/ReversalEffect/RuleLLM,samples/ReversalEffect/RuleLLM,configured_full,4630.352,2026-05-23T18:03:14,2026-05-23T19:20:25,,,,samples/ReversalEffect/RuleLLM/config/simulation.yml,examples/ReversalEffect/RuleLLM/run_reversal_effect_rulellm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
ReversalEffect__Rag,ReversalEffect,Rag,runtime_success_full_200_level2_audited,samples/ReversalEffect/Rag,samples/ReversalEffect/Rag,configured_full,4390.393,2026-05-23T01:27:42,2026-05-23T02:40:53,,,,samples/ReversalEffect/Rag/config/simulation.yml,examples/ReversalEffect/Rag/run_reversal_effect_ragllm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
RumorSpread__Rule,RumorSpread,Rule,runtime_success_full_200_level2_audited,samples/RumorSpread/Rule,samples/RumorSpread/Rule,configured_full,80.006,2026-05-22T03:51:22,2026-05-22T03:52:42,,,,samples/RumorSpread/Rule/config/simulation.yml,examples/RumorSpread/Rule/run_rumor.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
RumorSpread__LLM,RumorSpread,LLM,runtime_success_full_200_level2_audited,samples/RumorSpread/LLM,samples/RumorSpread/LLM,configured_full,2130.161,2026-05-23T01:16:27,2026-05-23T01:51:58,,,,samples/RumorSpread/LLM/config/simulation.yml,examples/RumorSpread/LLM/run_rumor_llm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
RumorSpread__RuleLLM,RumorSpread,RuleLLM,runtime_success_full_200_level2_audited,samples/RumorSpread/RuleLLM,samples/RumorSpread/RuleLLM,configured_full,3130.242,2026-05-23T01:52:08,2026-05-23T02:44:18,,,,samples/RumorSpread/RuleLLM/config/simulation.yml,examples/RumorSpread/RuleLLM/run_rumor_rulellm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
RumorSpread__Rag,RumorSpread,Rag,runtime_success_full_200_level2_audited,samples/RumorSpread/Rag,samples/RumorSpread/Rag,configured_full,20231.706,2026-05-23T18:40:52,2026-05-24T00:18:04,,,,samples/RumorSpread/Rag/config/simulation.yml,examples/RumorSpread/Rag/run_rumor_rag.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
SVBBankRun__Rule,SVBBankRun,Rule,runtime_success_full_200_level2_audited,samples/SVBBankRun/Rule,samples/SVBBankRun/Rule,configured_full,60.004,2026-05-22T03:43:02,2026-05-22T03:44:02,,,,samples/SVBBankRun/Rule/config/simulation.yml,examples/SVBBankRun/Rule/run_svbbankrun.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
SVBBankRun__LLM,SVBBankRun,LLM,runtime_success_full_200_level2_audited,samples/SVBBankRun/LLM,samples/SVBBankRun/LLM,configured_full,8250.69,2026-05-22T04:44:22,2026-05-22T07:01:52,,,,samples/SVBBankRun/LLM/config/simulation.yml,examples/SVBBankRun/LLM/run_svbbankrun_llm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
SVBBankRun__RuleLLM,SVBBankRun,RuleLLM,runtime_success_full_200_level2_audited,samples/SVBBankRun/RuleLLM,samples/SVBBankRun/RuleLLM,configured_full,5190.454,2026-05-22T04:58:05,2026-05-22T06:24:36,,,,samples/SVBBankRun/RuleLLM/config/simulation.yml,examples/SVBBankRun/RuleLLM/run_svbbankrun_rulellm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
SVBBankRun__Rag,SVBBankRun,Rag,runtime_success_full_200_level2_audited,samples/SVBBankRun/Rag,samples/SVBBankRun/Rag,configured_full,2820.246,2026-05-23T16:22:31,2026-05-23T17:09:31,,,,samples/SVBBankRun/Rag/config/simulation.yml,examples/SVBBankRun/Rag/run_svbbankrun_rag.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
ShortSqueeze__Rule,ShortSqueeze,Rule,runtime_success_full_200_level2_audited,samples/ShortSqueeze/Rule,samples/ShortSqueeze/Rule,configured_full,60.005,2026-05-22T03:44:02,2026-05-22T03:45:02,,,,samples/ShortSqueeze/Rule/config/simulation.yml,examples/ShortSqueeze/Rule/run_short_squeeze.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
ShortSqueeze__LLM,ShortSqueeze,LLM,runtime_success_full_200_level2_audited,samples/ShortSqueeze/LLM,samples/ShortSqueeze/LLM,configured_full,10360.903,2026-05-22T07:01:52,2026-05-22T09:54:33,,,,samples/ShortSqueeze/LLM/config/simulation.yml,examples/ShortSqueeze/LLM/run_short_squeeze_llm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
ShortSqueeze__RuleLLM,ShortSqueeze,RuleLLM,runtime_success_full_200_level2_audited,samples/ShortSqueeze/RuleLLM,samples/ShortSqueeze/RuleLLM,configured_full,10750.944,2026-05-22T06:24:36,2026-05-22T09:23:47,,,,samples/ShortSqueeze/RuleLLM/config/simulation.yml,examples/ShortSqueeze/RuleLLM/run_short_squeeze_rulellm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
ShortSqueeze__Rag,ShortSqueeze,Rag,runtime_success_full_200_level2_audited,samples/ShortSqueeze/Rag,samples/ShortSqueeze/Rag,configured_full,8470.753,2026-05-22T05:06:18,2026-05-22T07:27:29,,,,samples/ShortSqueeze/Rag/config/simulation.yml,examples/ShortSqueeze/Rag/run_short_squeeze_ragllm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
SorosPound__Rule,SorosPound,Rule,runtime_success_full_200_level2_audited,samples/SorosPound/Rule,samples/SorosPound/Rule,configured_full,60.005,2026-05-22T03:45:02,2026-05-22T03:46:02,,,,samples/SorosPound/Rule/config/simulation.yml,examples/SorosPound/Rule/run_sorospound.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
SorosPound__LLM,SorosPound,LLM,runtime_success_full_200_level2_audited,samples/SorosPound/LLM,samples/SorosPound/LLM,configured_full,2760.153,2026-05-23T01:11:46,2026-05-23T01:57:46,,,,samples/SorosPound/LLM/config/simulation.yml,examples/SorosPound/LLM/run_sorospound_llm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
SorosPound__RuleLLM,SorosPound,RuleLLM,runtime_success_full_200_level2_audited,samples/SorosPound/RuleLLM,samples/SorosPound/RuleLLM,configured_full,3210.172,2026-05-23T01:57:56,2026-05-23T02:51:26,,,,samples/SorosPound/RuleLLM/config/simulation.yml,examples/SorosPound/RuleLLM/run_sorospound_rulellm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
SorosPound__Rag,SorosPound,Rag,runtime_success_full_200_level2_audited,samples/SorosPound/Rag,samples/SorosPound/Rag,configured_full,2140.12,2026-05-23T02:46:38,2026-05-23T03:22:18,,,,samples/SorosPound/Rag/config/simulation.yml,examples/SorosPound/Rag/run_sorospound_rag.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
SouthSeaBubble__Rule,SouthSeaBubble,Rule,runtime_success_full_200_level2_audited,samples/SouthSeaBubble/Rule,samples/SouthSeaBubble/Rule,configured_full,60.005,2026-05-22T03:46:02,2026-05-22T03:47:02,,,,samples/SouthSeaBubble/Rule/config/simulation.yml,examples/SouthSeaBubble/Rule/run_southseabubble.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
SouthSeaBubble__LLM,SouthSeaBubble,LLM,runtime_success_full_200_level2_audited,samples/SouthSeaBubble/LLM,samples/SouthSeaBubble/LLM,configured_full,2540.218,2026-05-23T16:19:15,2026-05-23T17:01:35,,,,samples/SouthSeaBubble/LLM/config/simulation.yml,examples/SouthSeaBubble/LLM/run_southseabubble_llm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
SouthSeaBubble__RuleLLM,SouthSeaBubble,RuleLLM,runtime_success_full_200_level2_audited,samples/SouthSeaBubble/RuleLLM,samples/SouthSeaBubble/RuleLLM,configured_full,4040.375,2026-05-23T17:01:45,2026-05-23T18:09:05,,,,samples/SouthSeaBubble/RuleLLM/config/simulation.yml,examples/SouthSeaBubble/RuleLLM/run_southseabubble_rulellm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
SouthSeaBubble__Rag,SouthSeaBubble,Rag,runtime_success_full_200_level2_audited,samples/SouthSeaBubble/Rag,samples/SouthSeaBubble/Rag,configured_full,2970.256,2026-05-23T17:09:41,2026-05-23T17:59:11,,,,samples/SouthSeaBubble/Rag/config/simulation.yml,examples/SouthSeaBubble/Rag/run_southseabubble_rag.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
StatusQuoBias__Rule,StatusQuoBias,Rule,runtime_success_full_200_level2_audited,samples/StatusQuoBias/Rule,samples/StatusQuoBias/Rule,configured_full,60.005,2026-05-22T03:47:02,2026-05-22T03:48:02,,,,samples/StatusQuoBias/Rule/config/simulation.yml,examples/StatusQuoBias/Rule/run_statusquobias.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
StatusQuoBias__LLM,StatusQuoBias,LLM,runtime_success_full_200_level2_audited,samples/StatusQuoBias/LLM,samples/StatusQuoBias/LLM,configured_full,4950.407,2026-05-23T16:20:53,2026-05-23T17:43:23,,,,samples/StatusQuoBias/LLM/config/simulation.yml,examples/StatusQuoBias/LLM/run_statusquobias_llm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
StatusQuoBias__RuleLLM,StatusQuoBias,RuleLLM,runtime_success_full_200_level2_audited,samples/StatusQuoBias/RuleLLM,samples/StatusQuoBias/RuleLLM,configured_full,5620.494,2026-05-23T17:43:33,2026-05-23T19:17:14,,,,samples/StatusQuoBias/RuleLLM/config/simulation.yml,examples/StatusQuoBias/RuleLLM/run_statusquobias_rulellm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
StatusQuoBias__Rag,StatusQuoBias,Rag,runtime_success_full_200_level2_audited,samples/StatusQuoBias/Rag,samples/StatusQuoBias/Rag,configured_full,6540.563,2026-05-22T16:18:40,2026-05-22T18:07:41,,,,samples/StatusQuoBias/Rag/config/simulation.yml,examples/StatusQuoBias/Rag/run_statusquobias_rag.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
SunkCostFallacy__Rule,SunkCostFallacy,Rule,runtime_success_full_200_level2_audited,samples/SunkCostFallacy/Rule,samples/SunkCostFallacy/Rule,configured_full,60.005,2026-05-22T03:48:02,2026-05-22T03:49:02,,,,samples/SunkCostFallacy/Rule/config/simulation.yml,examples/SunkCostFallacy/Rule/run_sunkcostfallacy.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
SunkCostFallacy__LLM,SunkCostFallacy,LLM,runtime_success_full_200_level2_audited,samples/SunkCostFallacy/LLM,samples/SunkCostFallacy/LLM,configured_full,4170.309,2026-05-23T01:12:16,2026-05-23T02:21:46,,,,samples/SunkCostFallacy/LLM/config/simulation.yml,examples/SunkCostFallacy/LLM/run_sunkcostfallacy_llm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
SunkCostFallacy__RuleLLM,SunkCostFallacy,RuleLLM,runtime_success_full_200_level2_audited,samples/SunkCostFallacy/RuleLLM,samples/SunkCostFallacy/RuleLLM,configured_full,3660.275,2026-05-23T02:21:56,2026-05-23T03:22:57,,,,samples/SunkCostFallacy/RuleLLM/config/simulation.yml,examples/SunkCostFallacy/RuleLLM/run_sunkcostfallacy_rulellm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
SunkCostFallacy__Rag,SunkCostFallacy,Rag,runtime_success_full_200_level2_audited,samples/SunkCostFallacy/Rag,samples/SunkCostFallacy/Rag,configured_full,5470.452,2026-05-23T17:59:21,2026-05-23T19:30:32,,,,samples/SunkCostFallacy/Rag/config/simulation.yml,examples/SunkCostFallacy/Rag/run_sunkcostfallacy_rag.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
TulipMania__Rule,TulipMania,Rule,runtime_success_full_200_level2_audited,samples/TulipMania/Rule,samples/TulipMania/Rule,configured_full,60.005,2026-05-22T03:49:02,2026-05-22T03:50:02,,,,samples/TulipMania/Rule/config/simulation.yml,examples/TulipMania/Rule/run_tulipmania.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
TulipMania__LLM,TulipMania,LLM,runtime_success_full_200_level2_audited,samples/TulipMania/LLM,samples/TulipMania/LLM,configured_full,3540.253,2026-05-23T16:19:23,2026-05-23T17:18:24,,,,samples/TulipMania/LLM/config/simulation.yml,examples/TulipMania/LLM/run_tulipmania_llm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
